"a","b","sig0","l2"
0.91632302818744,0.101667442702948,0.108764476492196,0.823608920695589
0.188866051513393,0.0477703233271165,0.377383488885602,0.0397329399347487
0.542342809309375,0.0672952699014942,0.281633984860814,0.268118442541811
0.61023716542337,1e-04,0.46520654321737,0.38354038006038
0.220186843772399,0.127350692817994,0.0684018802966112,0.089968729566437
0.904386898664001,0.0995097334810436,0.0162126133508893,0.846727191059159
0.416049970630513,0.0104368130833518,0.443847886453666,0.186513413665005
0.333445404341967,0.0382520431450431,0.412918884542248,0.115182434626684
0.593511661472146,1e-04,0.476385847459728,0.368229369799185
0.393546956240231,0.113054647042111,0.0817422249485088,0.180528897807989
0.619138551522615,0.101519924675503,0.198013340918053,0.358966227717841
0.155641717728389,0.123068091326122,0.233218476097262,0.0205323026998527
0.66570559867686,0.118034547034343,1e-04,0.494544099313091
0.854361912819351,0.110165890299088,0.0346023715992709,0.750898538569556
0.495999950761733,0.11678873737525,0.0727809437731873,0.269323216335176
0.644209186072229,0.115529173253163,0.144950950200784,0.401891953460823
0.517024806805214,0.102698023200967,0.18785616733137,0.251160839122381
1,0.0648285198616292,0.268985110512386,0.947512674796122
0.672492976667367,0.105137230340396,0.134034075778996,0.441557325777764
0.724989159247141,0.113952476213892,0.19046726430364,0.495685825155564
0.227613936272939,1e-04,0.468467969109185,0.0870047344250583
0.174935570788073,0.0900842801173656,0.215915632624487,0.0305680796080065
0.243721801587125,0.00357318021563904,0.464458202294075,0.0913357859319199
1,0.109679274660657,0.0085532108656151,1.02676057728185
0.853223289463649,0.0787208348109055,0.247627316056663,0.684194618425052
0.568705504544846,0.00208116985370089,0.472369011820154,0.338936300571698
0.584093761558851,0.00594828203563898,0.443696110848324,0.345638331960567
0.458159064731762,0.0875312513952607,0.259147689135778,0.187742065595071
0.920542455510924,1e-04,0.455657005029865,0.836866978282294
0.846639447749567,0.102410238129165,0.140154340330476,0.693863612733408
0.0989223342292707,0.0904083524093522,0.0795442565520586,0.0558103544855509
0.0516950693063241,0.0944255056732019,1e-04,0.0924877205653496
0.0174048439395161,0.118901159650307,0.322307613202221,0.00110142862706969
0.349827625509164,0.114138764561867,0.012748860849899,0.185471730480247
0.32410094835879,0.103086618097467,0.138878241850146,0.113818186538322
0.0790884984582482,0.103348510632468,0.273416680901632,0.00445968520802944
0.984301742727801,0.000305588687599713,0.356189264086977,0.933363578123873
0.268832026529283,0.0891076302650375,0.035696533445777,0.129487092625903
0.1451104006846,0.0916437705222037,0.108918073485903,0.0521010319154172
0.997643743533463,0.0662021763654122,1e-04,1.03172054317266
0.0907102573256735,0.0543502671798272,0.21940086708631,0.0175178323031551
0.0898622967847699,0.0391280059918206,0.270631403522975,0.0146211682105644
0.0923312750347833,0.0996278202770725,0.115308527973171,0.039626040582479
0.559769850895726,0.0686511817319911,0.112935276287606,0.320739959643915
1e-04,0.0790406782154074,0.238186536861128,0.00843095313765818
0.205295853230306,0.0914887403509646,0.0833096088529783,0.0800367040879263
0.110567244676027,0.105442655322478,0.151314145970161,0.0297927741744303
0.264248582107412,0.107765137171891,1e-04,0.14585149460088
0.0168310667718986,0.0742628448852949,0.300151256530625,0.00449481724347905
0.121007860257629,0.0959918851327301,0.139254395023487,0.036058294322108
0.428825427356672,0.0826559226597264,0.00942262952488744,0.24678527294447
0.232086941253149,0.0912113606906623,0.146199503754513,0.0668740557960686
0.838270487283487,1e-04,0.370754521326537,0.677879392901632
0.230301573863911,0.107996271452262,0.0117939068563968,0.124207711258416
0.261036252629617,0.101586155609173,0.067069173940155,0.109110143198941
0.0626022194506374,0.0733738663336297,0.216088590723256,0.0125430710072458
0.702762385777873,0.0578937487701873,0.123085677339438,0.490649341770994
0.00293012490612167,0.0994555503940348,0.343820688929511,0.00429688330970576
0.251036281165889,0.0869289974048714,1e-04,0.141613578908098
0.303252148334417,0.0559806317487657,0.20468442980179,0.0908110487329208
1e-04,0.0962955609733926,0.226849185002242,0.00815512972546661
0.747091135953403,0.0498362209389799,0.149944503144885,0.544865856453941
0.128258148732339,0.0883508410243579,0.193837840133158,0.0235927036027905
0.134018846958966,0.0959691846898479,0.159928263742049,0.0323787245178666
0.509658225527994,0.063770481444566,0.0596196682744215,0.293665656696357
1e-04,0.0719996828314657,0.308180743976942,0.00558497770703754
0.240063473418336,0.0949205382015158,0.0893687913097365,0.0905243268149381
0.149015276309469,0.112404306968368,1e-04,0.104866168268915
0.0261277188110974,0.10316341401326,0.298549016982379,0.00137403398048184
0.121813369104602,0.0931496795735364,0.136808220187949,0.0372562042686252
0.949130390180469,0.05139962731138,0.116973981216257,0.886149223745691
1e-04,0.16853699741088,0.343570874182764,0.00360679129827881
0.821325062384853,0.0392144088219094,0.214492647674323,0.643664597049257
0.415107199249454,1e-04,0.370462483008754,0.172844526425517
0.25106500329216,0.0983838369266816,0.0423118981601207,0.117004798539348
0.0204851579645067,0.166362338074596,0.275939388529015,0.00136441811207735
1e-04,0.132347725123623,0.291030325851064,0.00103302236512173
0.863119394199262,0.0626211769828779,0.0888457643380674,0.744661518480436
0.206350573405654,0.0823064099281621,0.0723819194501399,0.0862380656690828
0.00497333183886971,0.205977469794086,0.313446193671137,0.00516016076391861
0.732474616883078,0.037308012533501,0.211025703231116,0.511932657140364
0.840192007737662,0.0621777693288078,0.00453507779966006,0.749766909239477
0.800034125280442,0.00789227798861757,0.317795316402769,0.610721677597327
0.0819446218098224,0.104891989810737,0.0884654375721827,0.048677687215943
1,0.0522670334250661,0.114345345079478,0.983064724317697
1,0.0569901831176468,0.0504374044031659,1.01007211881987
1e-04,0.0934523816220837,0.324465434545576,0.00365924826416001
1e-04,0.125668648297151,0.35006636620683,0.00360603866678718
0.388555337260531,0.0733670801991777,0.038450488318493,0.20141002294003
0.0182394252633029,0.120833261109213,0.314698484550325,0.000721720445921197
0.235267244446785,0.127701040482947,0.00536867314033566,0.129093524815065
0.0487278767279694,0.118631570302511,0.0419167808231512,0.0674142911751599
0.351242192120666,0.104881922963649,0.0720550808888687,0.156388711481802
0.195357198221741,0.128228639074212,0.037543078446629,0.0963652036130618
0.216461810124962,0.128132190819971,0.0359463094367206,0.104633203029899
0.117556602532781,0.116764474182736,0.0319677137088947,0.0800473548015251
0.0530154952864248,0.115121088933445,0.155816352170855,0.021937597540456
0.941848947444854,1e-04,0.398869977913764,0.860815785488957
0.242848233094026,0.0970709910189279,0.155198058932369,0.0681148722802996
0.795651476969153,0.0755594781929864,0.16918954572209,0.607486139984199
0.222244205846943,0.139540125649465,1e-04,0.12689805616614
0.190107027536898,0.138610950343724,0.0604517406618959,0.0830195582775641
0.199483768647625,0.147542200894176,0.0980701367197435,0.0695573023137129
0.089969027559992,0.13417390408006,0.0357690035553541,0.0734482471422899
0.156504111960053,0.131924351467543,0.000360743515260292,0.105852190468749
0.0220043038811751,0.134663043147157,0.280503173769717,0.000472540497927545
0.124826695979462,0.129239403476092,0.252756504968878,0.0113398405306874
0.955940786522967,0.0666244601372093,0.161231715613799,0.882006946748417
1e-04,0.111965578941209,0.28237339444973,0.00199063598732641
0.225616337106111,0.134257647608987,0.104908826027946,0.0763592921155887
0.182837137822299,0.143554556219233,0.122220193474629,0.0549774851758267
1,0.0834748344080387,0.0797456426007829,0.992607076298541
0.622329057373218,0.0848279369315419,1e-04,0.443837678751875
0.141792075091718,0.154573011955296,0.101823844298846,0.0519836294192496
0.130140837821624,0.170054224969756,0.0584470106171266,0.069279290517952
0.190741574290054,0.137957984492521,0.0538013944717309,0.0864557768966421
1e-04,0.112269938230211,0.0157505959757099,0.0824606900139204
0.150701759247352,0.126636523849735,0.0858429768763827,0.0606107277333941
0.0441568169629508,0.139514895362871,0.261464074550191,0.00168566834330469
0.0804641338306586,0.114859178507542,0.191758817948771,0.0148948432004416
0.113398350196357,0.162979979686584,0.0689804605791063,0.0608533918761118
0.13379019843921,0.157158755988364,0.0641630752059702,0.0666858832954236
0.242920871878426,0.0721158363744014,0.265138186321054,0.0511589034056018
0.934194225205946,0.102412634940828,0.0245532305408957,0.894850929713329
1e-04,0.133834272553868,0.284422450860718,0.00117468623212672
0.0893652252638683,0.185623762033377,0.276502977837545,0.00615786768321092
0.120737765943092,0.144213117279972,0.0124593994502926,0.0909306894900446
0.116885243049113,0.126535454187033,0.157266626924174,0.0281031552432557
0.0764053698816726,0.136093351132648,0.0888453458877528,0.0467550082124904
0.0264269734094338,0.147905529624236,0.265895910680407,0.00123835282597533
1e-04,0.112669123696582,0.335645393172161,0.00291158085391064
0.175122639328289,0.150140773102055,0.0636549701221548,0.0770223888726756
0.908944721805246,0.0869394894652617,1e-04,0.865299251767508
0.0138266709710923,0.153099108117219,0.213681238978124,0.0078840917096956
1e-04,0.124001687417245,0.310533041804884,0.00126090097515895
1e-04,0.138071545424148,0.343897507973699,0.00282472014335206
0.162930294122048,0.133506057261932,0.118561632833472,0.0506325154677152
0.177129801733376,0.126853078757566,0.00635709560880942,0.108046175395551
0.160413474150726,0.147733950321823,0.0638424634448685,0.0728378702994307
0.0919753234665466,0.176644421702813,0.182659120888686,0.0189526362713327
0.205794160259451,0.129605383946685,0.208335362120023,0.0394140406618886
0.368433303195412,0.133707132269097,0.000728418883168087,0.204140180160204
0.0262129259067451,0.133960326203469,0.304089309720859,6.7542043749416e-05
0.219270936646214,0.166681524087406,0.170972794331649,0.053183410989145
0.0103231556602776,0.11145076060047,0.345959318187539,0.00331449620172475
0.087727973842436,0.145757273285363,0.176959303304534,0.0185046782029411
0.165876326160163,0.123704328679431,0.0320460329233743,0.0905272533866724
0.0602204301661988,0.214439531639802,0.257463439979013,0.00826387720860216
0.146312090540749,0.185813204425213,0.104352496378605,0.0539052977789495
0.957231331067108,0.0953531901421865,0.067721726663363,0.91570447520721
0.00437054239557245,0.0654505805671429,0.29685075408462,0.00622440278470874
0.0472276099274851,0.0958125358000921,0.0862053151861023,0.0479574897909056
0.078042620437682,0.10375323624377,0.23923561407183,0.00731423185854666
0.859263583739595,0.026825712124253,0.233421763998985,0.704919172261826
0.162706749920821,0.0854432729072158,0.0952468581740896,0.0625113670332052
0.0484046039057159,0.10616932729852,0.246531767871727,0.00434209570728381
0.0925433588232685,0.0919911024289405,0.0884364978593076,0.0509756414169193
0.99488981234061,0.00475464135011951,0.271950713855946,0.950090419448223
0.12390148055153,0.0948089814246003,0.124128524745748,0.0417904920177585
0.0575243934852191,0.106581873591218,0.143932187174618,0.0262315256095009
0.0483118184960371,0.0842992130209397,0.207922351643925,0.0119161936935035
0.122164721141707,0.0895062406596188,0.0610814985050454,0.0681260059120476
0.0118869092559703,0.0983529806727057,0.257823176179003,0.00384144274277692
0.00803318907840055,0.0103672506764501,0.343112630917065,0.0191458894238387
0.0824242100999392,0.0917887960492147,0.0770997834264288,0.0547571245395317
1e-04,0.09669849489935,0.317988999526544,0.00309263444794764
0.0395988106563617,0.086975669138156,0.213527995125858,0.0103811244563166
0.112030589583496,0.0818028327773758,0.111852754498124,0.0455153138900973
0.00659249253762371,0.088827641412555,0.281962947715443,0.0034918569441191
1e-04,0.0860497571586855,0.00246431207982541,0.0923321242887683
0.0416429731159177,0.0876396134171574,0.065421450410859,0.0579042648334278
0.846597809944685,0.0528099212039624,0.125400758733401,0.704918988097787
0.814033454829551,0.0574034586372368,1e-04,0.711470656937052
0.0155117791834829,0.078007071940057,0.252536292123646,0.0063058352372453
1,0.0388123333254173,0.0963219249973581,0.992623702123828
0.215371018267617,0.0937356019338623,0.0963121781360724,0.0779915377176664
0.0358095863697646,0.0758710221892377,0.218135341954551,0.0108480993257393
0.0175593599479397,0.07836765421375,0.2575975363356,0.00575128449683159
1e-04,0.0627044073708633,0.232102649494643,0.0114786688455368
0.921099117870199,0.0526376788107765,0.013019864688672,0.884047411095924
0.664070504285568,0.121011573104811,0.214035839729949,0.409795801611844
0.382832254190246,0.160776392599685,0.188256860936914,0.137408787214099
0.35996588623114,0.146109832427566,0.222606931189865,0.114904503228445
1,0.0670562644892707,0.330807891569922,0.947169914733243
0.391086923104199,0.00533457563231202,0.511481275885782,0.193242872607266
0.527317955889574,0.023778776886377,0.458882476084073,0.286076163158817
0.707796355763341,0.028076752389732,0.478450259985351,0.503779208530533
0.702482708031339,1e-04,0.51406924592471,0.517630644651938
0.268627052156973,0.17206350330616,0.159563460865531,0.077693359789458
0.846172300913971,0.142946223201294,0.0639980442988391,0.72184282810513
0.582951366700408,0.132277689206422,0.220802961705974,0.312087018894387
0.361575264724641,0.12004084497845,0.236875135522136,0.114325272561739
0.412581298616214,0.149566263964367,0.230663697779292,0.151267486262746
0.894126287167293,0.136970185892494,0.0734337027481328,0.798055706997478
0.174397616380197,0.165195245405564,0.174828676510625,0.0371533322314108
0.118203447091304,0.130241396500223,0.300914917949811,0.00787591549590914
0.359264438619136,0.165829679986009,0.12444885514634,0.139900447366785
0.504068345317646,0.127987750373898,0.180356102691699,0.23919975233641
0.779729442803333,0.111840881107071,0.226494973109332,0.56829016236122
0.849881838899057,0.142780590299896,0.012144578279951,0.755074705252543
0.973893642643073,0.135326310019182,1e-04,0.980897062000046
0.565753926081932,0.141427787690435,0.113289330990313,0.321895181811938
0.445497697553161,0.0218548856368451,0.49208404204372,0.223492883927714
1,0.000928137522914869,0.501556370412515,1.00086595338671
0.34026860225296,0.122988958256508,0.290543557302665,0.0966454053936922
0.558807923511088,0.171652148792414,0.0851730520656469,0.326790296050075
0.987266162516496,0.130750011567447,0.0594710867421388,0.974298226298068
0.466526335631519,0.150424651904042,0.091359439654075,0.234194798488663
0.275018486765764,0.123959202102961,0.258201233592491,0.0620385029273478
0.47539624794078,0.156845537091199,0.0956959977550541,0.240401715132919
0.0929637626683196,0.145046935737352,0.179340200953227,0.018548694075697
0.122301546846576,0.129531711853728,0.177943389390181,0.023526976800541
0.148498503634185,0.137860536756058,0.11443392211916,0.0484812419265911
0.511127575439378,0.115959038141074,0.0916615763874254,0.27546661044865
0.398746487546628,0.12657674353435,0.0861464367809456,0.181887502393604
1e-04,0.107085976619649,0.406077893215982,0.0132298623642235
0.32713117731329,0.122805981993257,1e-04,0.178522580786798
0.0635823506456866,0.158779527322305,0.371305729153329,0.00656495193142695
0.956686137893709,0.0553688482060494,0.259480083690228,0.86755149363608
0.658804612208341,0.0333878589555065,0.390139265238621,0.414886476090331
0.0741336129825677,0.10688982425269,0.267614366302686,0.00409288880288943
0.353341405977783,0.113112100510184,0.217951586638284,0.112004566093839
0.348958577228271,0.15291452364716,1e-04,0.191841368908516
0.00587706771389837,0.102149358235897,0.384584080155524,0.00916905355979035
0.00349659248472566,0.117059831968114,0.42352004784797,0.0164858841396167
1e-04,0.00225401842701893,0.488123134543542,0.0552582791899915
0.292609905241915,0.156116391539687,0.00531858883599486,0.156060834493038
0.278430121490735,0.0106095442199781,0.472985808975091,0.10838350541763
0.351575213567211,0.116959760890315,0.153561187260437,0.125385796475602
0.277521586145574,0.113091063365442,0.132254031051448,0.090129736577312
0.244522731085144,0.125013673904532,0.141366057253542,0.071409319913355
0.266452396017905,0.148096793913685,0.0493537743146965,0.118798824104577
0.27542391652768,0.12712341449836,0.0038772399362461,0.148087394285742
0.293429179700758,0.0856886546133793,0.246717131948145,0.0751837189833504
0.639237291908038,0.0953674021302181,0.0984791636621959,0.413772794122334
