"V1","V2","V3","V4"
0.541095566435989,0.0688428636985986,0.586265335343036,0.26647065709038
0.880789567393134,0.126465520291589,0.471573810795811,0.740519356199484
0.525832771194621,0.120965348634883,0.502084471925935,0.255799905581152
0.49787822394371,0.199463797283173,0.401776060676575,0.261738705748952
0.388600838028806,0.154550493604841,0.523940414768551,0.134591338404686
0.409051550604246,0.0985280737440851,0.575327033552202,0.146008753956193
0.566017961459906,0.127009400979704,0.5299530736655,0.292390582559451
0.768375881656655,0.173900595744303,0.435306538187643,0.5734721293678
0.537374781737008,0.101666383878342,0.53652801624102,0.262927327989939
0.568885620699299,0.167037588072288,0.467102546286615,0.308790476568737
0.565915362345497,0.10578099837224,0.549392275255988,0.290937357474072
0.580064400994711,0.147843312460966,0.460008631705591,0.322229945988971
0.679686516764249,0.0453150485278547,0.63163821876896,0.432058786987418
0.448362950003683,0.0306270048417151,0.646180508777569,0.189122649396633
0.499891016996902,0.078519480322061,0.556311212673614,0.226486132292303
0.894807501669255,0.153386817808242,0.474717616925704,0.763766897343225
0.629332784374058,0.200706708366071,0.379358231780698,0.411567880749145
0.155220733222777,0.109444420124093,0.625627884915995,0.0172706639756704
0.482146814694759,0.0873496716035485,0.575935482862616,0.207787900103926
0.363077771470998,0.0289196417550091,0.651593841442629,0.125941572310729
0.733555840634536,0.136423811606203,0.462317736886141,0.513960015590551
0.609252159708434,0.0665357644987656,0.62062831695075,0.341355585884886
0.396425410945472,0.129348234422309,0.549903567774384,0.136890694418216
0.921560979604721,0.21205342335701,0.315999250268936,0.880729102019001
0.39940626756516,0.0551837974140876,0.652429557591176,0.146403637246723
0.634024981594086,0.0197256083488464,0.68897306137085,0.387228313326492
0.562233554555932,0.0452585078908679,0.641821392573103,0.29399753579906
0.376986594728465,0.0583117711188347,0.6157028026271,0.127319241669343
0.267622940355455,0.0326003354291295,0.679240306848444,0.0742783759625432
0.608235880460625,0.053770899904175,0.651893823689778,0.344485160092556
0.299612280696008,0.19436557851836,0.397952712653507,0.116469504353815
0.390620737063312,0.18778052732777,0.317857463751572,0.211934705552501
0.735696844727908,0.237368598601848,0.0500488669501654,0.80993492939541
0.739579579887178,0.206235101801157,0.281243911947269,0.609495712574154
0.894816598141195,0.192207704610321,0.240683928367248,0.879741432174781
0.390015606269078,0.189925718041969,0.329739934762991,0.20514431694121
0.887159772156676,0.109708318177097,0.496077109376546,0.746440428186879
0.491784163514053,0.227848114329771,0.136515590785979,0.43577970244814
0.847636109295733,0.238538693699976,0.0682048220764787,0.961044792643071
0.222812223812149,0.111970611497047,0.531135579595178,0.0427045086689278
0.622491869722925,0.220858920246074,0.243845020619776,0.484431150008456
0.558292952195893,0.155663620218351,0.400389692416405,0.319183067231815
0.735641650009305,0.222254251619944,0.213753067327197,0.653882593136561
0.210828414075797,0.0385179595809201,0.616584669270242,0.043272571119591
0.676609382537203,0.0164765119795187,0.627939387339433,0.434142355042792
0.766032990489135,0.172647934781107,0.380690608143122,0.590907060090484
0.192611512492283,0.0769192809779041,0.547340597270898,0.0331946938031583
0.740798478413297,0.169028145890623,0.335347638253756,0.57611798274637
0.615097927470764,0.233712363586824,0.220693425709131,0.494995069119887
0.385997666597366,0.105492167782784,0.468784530210495,0.145142628619182
0.74687437650172,0.236673303465173,0.226325829532848,0.662886984961913
0.678904699842358,0.190701571011706,0.303676191998681,0.511455757968959
0.671731006476698,0.204095420422094,0.2484513619773,0.539513352488296
0.309933534574509,0.0586685806512833,0.581358339452744,0.0853250950606136
