"a","b","sig0","l2"
0.576292504101,0.0299573352165114,0.297596562429281,0.190356927467161
0.965019490858576,0.0736948261364651,0.055951780823914,0.742125931410659
0.600431058462258,0.0557825191554297,0.203572852162564,0.221959692730738
0.54196034905616,0.0723415143229382,0.105688720044879,0.201121799566307
0.616232419287214,0.0796713927321252,0.0251555951706282,0.304804011302113
0.252371232188776,0.0501344803122273,0.249271013942517,0.0156061211474876
0.891474337201394,0.0563030247556812,0.124140464288838,0.596332104884117
0.689975239673129,0.0624112134223647,0.121579053561562,0.335357285137013
0.842071473765366,0.0421045035743706,0.199925201582616,0.503065838560134
0.203490166666721,0.0751106620946242,0.149031260242686,0.0288575334818949
0.391237774141752,0.0409222425539807,0.23476173729071,0.0674957454594361
0.904441335788043,0.0111144403651365,0.301349288055639,0.584729040802386
0.25743307580526,0.0652112887221733,0.153115100809825,0.0366055357566681
0.821210571323219,0.0400803582500467,0.234310508180104,0.468464565440511
0.232129635303389,0.101562545319626,0.0225378797476597,0.0905942957686832
0.0698940786350911,0.0151883018770876,0.34720047575077,0.00736211152280612
0.298184422927131,0.0127408487286876,0.34202437609636,0.0270862381456838
0.875799272513215,0.0221145560926822,0.243818813824564,0.544619075336671
0.229524110605641,0.0419497520909525,0.266590471363724,0.00927355955846444
0.579463324674887,0.0764530338241325,0.0583340423208151,0.253688333186769
0.944444218384125,0.0667569918493867,0.0857295671583037,0.694393395331629
0.959170024283548,0.00805403799965044,0.308796047871485,0.671598524390987
0.781940534904769,0.0559775721557986,0.148904991344371,0.435592186249576
0.64015524921594,0.0127392141881298,0.340236162186023,0.252072156792562
0.794902663161199,0.0452289598617292,0.215888489712613,0.436204165596926
0.819959551343971,0.00565464630352017,0.331736563158339,0.463944897151604
0.17841304170315,0.0215175334607128,0.333425632790064,0.00266478693889428
0.355638308887432,0.00601871210129282,0.356099264922842,0.0502221099539956
0.661925832495204,0.0571481509022683,0.173183221514875,0.289226092028569
0.108043695353761,0.00951134905672181,0.377101577821963,0.00738564352675491
0.772806364675337,0.0511163288737406,0.117485608991912,0.434201297443773
0.210469041866963,0.0436789521262101,0.218314917096031,0.0118254523619473
0.0860087693144623,0.00917510327427217,0.333143646490546,0.00444723061726643
0.270084956809685,0.0799308432780475,0.0741632944001503,0.0704174026948278
0.219910588833504,0.0568696902375891,0.195639729111587,0.0179987486010843
0.00944066943704599,0.039850559913464,0.239647137596902,0.0207852403279028
0.789205491253394,0.0141761213087089,0.280551736689909,0.422096399956176
0.107136569810358,0.0321587605608213,0.275331325644375,0.00169320878545234
0.83908786454114,0.0211337847308785,0.26594786178904,0.489962000238629
0.997403687257149,0.0492535453653516,0.079673196290835,0.784055682363988
0.442440725828118,0.0286537980847037,0.26753744817462,0.0925260221700513
0.236855274344328,0.0163895562541037,0.299060898681606,0.00956707025856149
0.0704096771215584,0.00292321821503094,0.36526914850154,0.0098360268962727
0.419227899250505,0.0709722745274503,0.128342494407259,0.109113246226125
0.416050756559627,0.0291438589993219,0.249643767180178,0.0787405033583599
0.703839369615514,0.0453068793250553,0.12570792256653,0.348526863539167
0.948654689166619,0.0396539326696466,0.202806128787406,0.663462253328442
0.953850679882882,0.0395173820665608,0.139902519546781,0.688074712954699
0.191337955701187,0.0520495188320754,0.23678688741165,0.00711766457941045
0.993042580094341,0.0479150126294053,0.158182089702034,0.748114910812805
0.335304748899627,0.0539428820543735,0.197427511629863,0.0492383219142576
0.732725985859731,0.0373277537702054,0.18315597996147,0.365030315307472
0.376152381425583,0.069657213197928,0.0142803782700139,0.138976344053126
0.529479165908896,0.0486512277625165,0.054026125123872,0.212545036095716
0.560622040850526,0.0669267119155862,0.0536006719798641,0.238999112150933
0.301007091483957,0.0271754209869745,0.293713181580916,0.0259707858405586
0.556879063101636,0.0417846511558181,0.16367016031423,0.19251285644411
0.867864901847532,0.0407819796045431,0.188451804997394,0.54234656623405
0.948685042358956,0.0275718097602568,0.209559247652656,0.6621569235281
0.403614310375363,0.00355143354271962,0.336108222780891,0.0714958350547177
0.0275251083686535,0.0321492245380624,0.328092033826826,0.0134443827781257
0.864701338112233,0.0580684987403564,0.0287677149222895,0.599546822551675
