"V1","V2","V3","V4","V5"
0.52734375,0.16796875,0.76171875,-0.16796875,0.01114013671875
0.297418767120689,-0.224739185068756,0.667783381883055,0.226054588332772,0.454519200545936
0.52734375,0.16796875,0.76171875,-0.16796875,0.01114013671875
0.334715938556371,-0.16333054964241,0.858386172866915,0.149020048891922,0.34928589584343
0.712822299450636,0.0906008378505021,0.664073911282003,-0.0830474384129047,0.0396656334446978
0.34381813867981,-0.286125578382092,0.122174119534201,0.290030155370731,0.87595952533554
0.172228106934783,-0.254588748437918,0.865143358172068,0.237309238884927,0.608151421865414
0.609632384536624,-0.148444333130442,0.477449194963817,0.131557054096902,0.280965177066249
0.144512158646546,-0.285872098442993,0.31743605610797,0.290761315488368,0.830742709612325
0.736462350608291,0.143815001555367,0.478576992725658,-0.123796671414311,0.076613822621715
0.52734375,0.16796875,0.76171875,-0.16796875,0.01114013671875
0.52734375,0.16796875,0.76171875,-0.16796875,0.01114013671875
0.553348801496857,-0.116054518489321,0.726409888903127,0.12965402096296,0.211436048748219
0.721502242737613,-0.112136583163363,0.608964672323107,0.0945656310323812,0.207248383409913
0.0860735645983368,0.230821371256866,0.775838695638527,-0.234437042614445,0.272007755590996
0.871286767424522,-0.271526341414896,-0.139170130250022,0.270958356150597,1.22194188155968
0.782298170190004,-0.214361429582596,0.155516870778115,0.223108468159354,0.680410671015767
0.638063965118477,-0.151887011400618,0.688143548045673,0.132396143995034,0.235901106228712
0.261262893676758,0.222806778272343,0.575466156005859,-0.246690593659878,0.132951666171676
0.328595723491162,0.228826419944994,0.717799843364446,-0.21517144086306,0.075038250835791
0.375740720596468,0.233422665237185,0.668660394499739,-0.236515225545872,0.0537248315197262
0.746511790976317,0.0679702089063257,0.698960757165965,-0.0612061718542276,0.0581623773883536
0.52734375,0.16796875,0.76171875,-0.16796875,0.01114013671875
0.607976561914512,0.204832664647391,0.380629586921941,-0.203636999486383,0.102097668702484
0.64398489097716,0.254337553534075,0.3325828824895,-0.266176508523515,0.144261908878429
0.272675844599007,0.155146911610245,0.86276017533487,-0.171886667825333,0.136434136368073
0.668754888881704,-0.270373400650663,-0.031966433247586,0.271589431932327,0.984149822496252
0.574771520545066,0.233504691443824,0.362121030799579,-0.240405527974149,0.117553845043163
0.296410275281687,0.19902291444663,0.779083820969873,-0.204181846669769,0.098439414231484
-0.036199016689352,0.227612544169688,0.858774760937536,-0.233760036469903,0.431860806205242
0.753816100419499,-0.193366315947742,0.670162543092999,0.20622912098662,0.344308823842799
0.439489949633739,-0.125167106279378,0.859654895989855,0.138882097141914,0.271827884851517
0.209257706417702,-0.232941390946507,0.873290215269662,0.234586836770177,0.559013005390766
0.921916352326804,0.0954901359797361,0.670654282721202,-0.098069659379227,0.125803415034603
0.625587737586017,0.0635758415679391,0.79932418138111,-0.0605515077765517,0.0485774583090876
0.291977842510147,-0.228820215834615,0.593483780407851,0.248589108787591,0.491342320572197
0.733273382065818,-0.165237132762343,0.64632986896973,0.158262252807617,0.282392282267314
0.607445181732049,0.209735672710706,0.721257046775325,-0.212552877454341,0.000759650824145273
0.846278489613653,-0.239383972709987,0.230742154195689,0.236423987038824,0.664380192232559
0.175830558510788,-0.270969093188364,0.856102114053425,0.278745159000945,0.655296399110728
0.273009431082755,0.2404969818475,0.692425091903644,-0.262516846553694,0.112528573035266
0.644360167187443,-0.00363741134207807,0.897299092696869,0.0153960658948543,0.128758416912989
0.412634478514804,0.270472571253777,0.579477506702659,-0.257154275501165,0.0578645045392088
0.812005807544793,0.150455880641587,0.57402658824665,-0.151494524252215,0.0656231638420183
0.37151900059866,0.258085643211096,0.313223098280496,-0.275881744128829,0.210931919830454
