"g2","b2","g3","b3","l2"
0.865116636206317,0.174517228538789,0.506913777694289,-0.174383590782298,0.108874692100196
0.56429769119369,-0.200249561858069,0.844271539033603,0.203061332988885,0.344747081747579
0.0661764840743383,0.237407616310187,0.994786402223271,-0.235698793648447,0.37454030271694
0.813159934405117,-0.238046292472119,0.370003886707269,0.238460072349277,0.538466381817005
1,-0.00931959397045882,0.614235304067246,0.0100551060785777,0.255293423078078
0.683301766004671,0.0913841728674061,0.862762282600936,-0.0904952934499949,0.0572194235172641
0.8707576172987,-0.165842685260169,0.62944268182615,0.169731406869401,0.348830206057152
0.831555707566445,-0.163254024116519,0.79092058223748,0.161317430795285,0.324388369814349
0.598782125137507,0.192494602849765,0.901477112644354,-0.190366854645298,0.0407436386144938
0.638058918036437,0.226061115663453,0.499631437901235,-0.225292864900253,0.0429149526841172
0.58320884196751,0.253996660005399,0.510537955552346,-0.253760364563816,0.0419836253641299
0.583058570896367,0.207998493909788,0.673041983357614,-0.204400750600996,0.00109708919204166
0.499514936874223,0.17970710830802,0.907357937436242,-0.179954222080196,0.0539081967948364
0.989399402678062,0.120510868727167,0.74576674718306,-0.119441578651299,0.166534671194455
0.736472884023116,-0.269509492535027,0.321427495839984,0.269320244264034,0.602642644236123
0.536096445083897,-0.149001126047962,1,0.150113715661743,0.338465064208133
0.0556391031065138,0.22517451897777,0.999492880222846,-0.228922152338678,0.38749501867252
0.846856787834252,0.207526467540453,0.23699975071743,-0.213793785086912,0.275554420756228
0.939251859637147,-0.168955074073127,0.132261897904612,0.165427992004739,0.707083840863058
0.797291086124114,0.118657830022534,0.664853786330267,-0.116786350991594,0.0537000889972882
0.559630513731092,-0.196533733755675,0.818653713702327,0.193734913107642,0.327974583003068
0.973133124201618,-0.275494877093727,-0.199290466121994,0.276067190453884,1.40068701880341
0.924313579465221,0.19448270299164,0.440854649020046,-0.191363338461275,0.172440643248881
0.149043326795507,-0.228223330607433,0.703786284730406,0.231005368322532,0.572517105459088
0.59713134184264,0.196755263795556,0.643826875966708,-0.19669881017107,0.00318507523060647
0.674710072893366,-0.123408084938426,0.884108866235723,0.123694725744492,0.248848734496678
0.661430774297191,-0.147846145096101,0.365031229299473,0.147998322503535,0.358077590498867
0.980600734805842,0.193490360278452,0.311681627448561,-0.191518302121499,0.295762392403951
0.276989341399997,0.184129845564321,1,-0.185299636489777,0.194803848058353
1,-0.115048577241006,0.426386657287856,0.115254959150324,0.433505556600568
0.308927057515872,-0.253625487084308,0.534913687319146,0.254439510257894,0.52426829949684
0.779032661970259,0.0831696473753319,0.72650715728169,-0.0813895072935457,0.0604731037137855
0.503720145395457,-0.149088725387525,0.999933078978761,0.149369916540646,0.343151939044656
0.204548150014053,0.203280481521392,0.991463911491753,-0.201399894096104,0.241346098621872
0.69013451687977,-0.000653787216352971,0.822038972690609,0.0022015503470924,0.104165151275562
0.531139009724538,-0.0924038174123685,1,0.0930540965741467,0.266122531937932
0.251537334780475,0.214881282073354,0.952165429995036,-0.215145107317375,0.185464459968278
0.735070173450576,0.204023269654179,0.560208079977231,-0.203724983999372,0.0378157948641268
0.521609529263885,0.266945544157368,-0.0222314498542489,-0.267141963469429,0.536753082201856
0.652107529389977,-0.165540033771401,0.85555583091184,0.167699658960963,0.295735366639405
0.504835533824679,0.131537939399316,0.588720384907956,-0.134482174201354,0.0304190675965408
0.472342870375302,0.0829990017082844,1,-0.0872184844398013,0.13270524659733
0.468615314905395,-0.232071400374859,0.55018488996494,0.234324337861565,0.415029828153004
0.983545843587373,0.169232873335228,-0.289018092782411,-0.169717738976247,1.12712783340002
0.544789398420912,0.0613544562515438,0.953877521628626,-0.0617853458318701,0.105827883943139
0.972237477256846,0.15525645461111,0.286478170626535,-0.155115325224262,0.313577661726609
0.363095072394568,0.154721617301513,0.962417239608328,-0.154903974523154,0.129070535820989
0.606689654810079,-0.24029303920934,0.47692910566198,0.236875917251492,0.434523902832772
0.760395951505881,0.212832297502652,0.424499384215216,-0.210475148336718,0.101901847149145
0.992893601101753,0.140536708109342,0.387732765695816,-0.141018149447995,0.2588909491837
0.686526772084193,0.081308101677279,0.76211780797441,-0.0823965076367096,0.0392638524983491
0.410288403457928,0.161746638070356,0.878378797065434,-0.159168536910451,0.0709400131820068
0.411485036925054,0.152440355301356,0.944045898915899,-0.154764149553118,0.0994044940503315
0.616263185030071,0.147101131526894,0.772167210091189,-0.147725336783949,0.0110035280997546
0.529238669174843,0.111659679445225,1,-0.114235377323839,0.110166748678652
0.946040302572844,0.162474276487134,0.426330383759143,-0.165472653550157,0.197239267436155
1,-0.236196993199541,-0.00677712279389874,0.234944708985569,1.03897861805568
0.460639933987212,0.147269997402696,1,-0.148225375511805,0.114882292913894
0.740843659509281,-0.114727679724216,0.703058316044093,0.117235819404285,0.219538367218688
0.627624079508848,-0.0955970773336576,0.821172110675577,0.0947769011718664,0.189716823766974
0.765080971445131,-0.225091278626696,0.308496582745126,0.225521662542019,0.542297933312515
0.553264821530094,-0.161198511290509,0.887537984961824,0.162549258401572,0.299261002036165
1,0.216471129790577,0.139099568779028,-0.217779632047032,0.475196707176178
0.682712595092645,-0.279635947051021,0.155643930999518,0.274187754193341,0.758069571175072
0.44203339645203,-0.0412119170142527,1,0.0414455852758612,0.231432607395376
-0.174644153815254,-0.207834822773949,1,0.213631595391533,1.02749390441335
0.915014489806923,-0.239342368275084,0.0581212778025854,0.238308725482692,0.896378678193923
0.945463494134066,-0.260988619075191,-0.120515669988294,0.261129946726675,1.21774232516066
0.896821078092333,-0.248658332485781,0.0537884471430937,0.249580314730383,0.909108882147621
-0.131761150033846,-0.311045230762683,0.738020735972098,0.31108002759566,1.05928997955518
0.719363823593007,-0.252660962702332,0.20145281900298,0.253304345152126,0.673183790551218
0.676761346076066,0.0102741453976936,0.814510182780764,-0.00876307404411877,0.0915723479655242
0.31040301680762,-0.269353507839485,0.646804724200266,0.268752439555614,0.526717714952106
0.496503028427479,0.248182713918617,0.580440003050959,-0.246067406541606,0.0294499958611709
0.356689582595114,-0.154421068683876,0.983262138448533,0.155076971478084,0.391131347897245
0.79387188732498,0.187917005982995,0.451728750848194,-0.185751328809684,0.0995739452254524
0.782338118600778,0.00207082295282022,0.585295123022643,-0.00462983505532712,0.123749858774345
1,-0.171774965913729,0.137559284259094,0.172606572177668,0.753391841633288
0.824943036413121,-0.183019276474951,0.627653919949604,0.181085996215404,0.347763627592296
0.78512344901457,-0.21263803967483,0.532505533568842,0.214836526875972,0.404684583477314
0.30302574781258,0.280660903813133,0.51151920405644,-0.280594572131054,0.136720383362734
0.22464167251316,-0.225851752887871,0.952453582472082,0.225711813974434,0.567206949311782
0.294800872846405,-0.243335464918087,0.775908143081081,0.241253266828574,0.490159333342359
0.969758211832796,0.185730285847318,0.230052338729783,-0.1865779909696,0.357955714619545
0.519097771366748,0.256404027338381,0.61910680008196,-0.260301335772296,0.0199065457867191
0.917699344382474,0.194129548843026,0.291394390934772,-0.192204957783765,0.267986642060559
0.914807394417605,0.170430894374018,0.463320100712751,-0.167519638461969,0.157050376199786
0.608375370118246,-0.258650670976002,0.517723077638137,0.261298123465929,0.456451419950255
0.307460277336359,0.226525342323845,1,-0.229731693772714,0.177167056736112
0.703772211279334,-0.159801669887936,0.700138522880789,0.15573445212498,0.266772933105198
0.923994314569428,0.0566681839379318,0.454350381399506,-0.0528509505342059,0.207512903246219
0.478064680428815,0.0464594749503802,1,-0.0457749328560771,0.152228286326987
0.685961393548266,0.173416187456672,0.592856095426277,-0.175992115723672,0.0201522550648273
0.187657476398332,0.272706641101836,0.640470440686707,-0.274134813497246,0.18435235143481
0.244781569955377,-0.165708348214635,0.971724232095742,0.161289330547303,0.464286767672582
-0.163943284056259,0.307680999906714,0.649101621003606,-0.309234143752334,0.609727282141338
0.813107402462664,0.308016060317959,-0.426234455860625,-0.304840477024526,1.33647780946141
0.403939568701795,0.254416713011555,0.321475149212486,-0.251155488665843,0.187298818060171
0.319090621019587,-0.21365023381168,0.600641348744753,0.209080422852592,0.427235529072136
0.581289491448781,-0.167322313094474,0.679829986393905,0.163585921151605,0.267877316335851
-0.22013619954931,-0.289370774501709,0.992832067674325,0.291917388647178,1.23984047785947
0.841043740440055,-0.0687452170388124,0.71136737021467,0.0719126952434845,0.204391807426745
0.352039234887083,-0.245294113340103,0.725443564502546,0.246144859936127,0.459463999432752
0.437777905859627,-0.162652217264965,0.871165143152826,0.159892388334239,0.316652675925934
0.860974905573078,0.0799392620709562,0.483441414038797,-0.0789551230620374,0.144071965517386
0.945906416129489,0.239111063199253,-0.00412491840508344,-0.24339568892775,0.618856010520603
0.398447417007755,-0.101329566132916,0.942408373960432,0.10555861238916,0.283550836508027
0.531788958801356,-0.0872865893982983,1,0.0899988618993677,0.261285670492438
0.334510734151156,0.227747259301915,0.58324358523287,-0.232584029677769,0.0859482400590416
0.434862560555793,0.192376760188595,0.701574031077139,-0.189927626417128,0.0274324179748359
-0.267592082643473,0.295543898733323,0.93535052258532,-0.292648250898327,0.825818225326505
1,0.24120929788412,-0.151774778151525,-0.238530564485326,0.888703083326739
-0.698444288692115,0.318728991307906,0.803768069563152,-0.315626349370462,1.72419140914377
0.489806082419964,-0.230803190194469,0.575491909737589,0.234310832645862,0.401862252047702
0.309535765002449,0.220938184272147,0.922918007603449,-0.224136498911211,0.135082888066909
0.903488209175059,-0.230618740516592,0.0291720160420148,0.230364070438716,0.912761009978096
0.392464717779648,-0.255535878480639,0.613070964095672,0.257168321013699,0.46714336097115
0.112784979088197,-0.306905228224872,0.351778127041545,0.310265587338685,0.875960829432586
0.805326140131813,0.138432117442252,0.701069481091937,-0.13700747557276,0.049918629907596
1,-0.235245557156173,-0.0569258088545517,0.236749488411657,1.11312549076215
0.912167808576979,0.242129210377841,0.307349419864162,-0.24182221997557,0.255147187243509
0.111810602181085,0.224106696525414,1,-0.224959192901493,0.329532982270457
0.91175078620701,0.19008491618977,0.655809918091073,-0.193715027485673,0.0992791258062763
0.680306137701241,0.0676045414590785,0.904732594881185,-0.0681061338758001,0.0832890605227234
0.149157099981174,0.263178567961816,0.967517305226933,-0.265463937223858,0.28310188761982
0.601798192081647,-0.125714595619815,0.959993775837994,0.128380209431836,0.281523556715536
0.777045066997116,0.207152140139886,0.361327169851515,-0.211422014471235,0.146225857151959
0.981451752940089,-0.243615309347345,0.276276551539175,0.244593353084428,0.719504792890796
0.997249461568256,0.243937230152198,0.309690785370091,-0.247167018464196,0.314303625565535
0.863450755617069,-0.222907009329291,0.358303696595746,0.222205020689992,0.543270082431018
0.976575033239627,-0.226334378132355,-0.0237218136460256,0.227266470782534,1.02989965823898
0.817125422027125,0.199817946240189,0.553646955071394,-0.198737107277419,0.068564290691932
0.822830996930592,0.237742190497556,0.386660840767956,-0.242221744463038,0.151042230550382
0.995629557355273,0.232523160968223,0.152443538366404,-0.231437986478955,0.458386928323049
0.939404268405152,0.0150869347803243,0.735745100659243,-0.0153802053217263,0.18475027990876
1,0.134723092191327,0.673761987550664,-0.135491115018918,0.169110904231856
0.492988148092518,-0.201330688952702,1,0.200716658443478,0.423091698698026
0.912456480911902,-0.308392688693927,-0.387569125607492,0.308114202028409,1.7970788236589
0.448914022733319,-0.226306785804579,0.904012095215281,0.228950726259343,0.430184108702206
0.000464873641439003,0.283385959224765,1,-0.289632233674975,0.464429523247175
0.7868890862013,-0.25828724034679,0.404316472477429,0.258216214404313,0.542345572797044
0.634761382578282,-0.280406229969963,0.682494493176338,0.279474297456203,0.462200544202979
0.967979267201762,-0.257468743923946,0.0802450539912836,0.259907465337987,0.940297462533577
0.789291268230231,-0.146099600292343,0.627183340889954,0.147236914931575,0.281491858485875
0.509018077550225,-0.226362707599418,0.802277900946172,0.228681732715367,0.384291665629968
0.200292859117919,-0.0998883997059799,1,0.0975783383349049,0.428251718196504
0.685918933613454,-0.289364606061255,0.286677684590259,0.287960125821354,0.655800201626021
0.994738853905758,0.270907228828068,0.208121418032735,-0.270098007418578,0.407704867925089
1,0.157105884956976,0.559548083893757,-0.152188608980389,0.18385257495447
0.953162332741295,-0.265046615686229,0.208554861103673,0.263944466641734,0.797754780700801
0.166786657972342,-0.272479506363817,0.834758139641661,0.271464531201146,0.651349244024966
0.543018047514934,-0.243969267961917,0.654734896460605,0.242596479013257,0.398296226637016
0.532458161341841,0.211393053809296,0.824146070523881,-0.212052358643149,0.0202492078198098
0.319491237391416,0.199538934217921,1,-0.200343479214877,0.168685496459825
0.898146593315723,0.216160291295501,0.540795231353474,-0.215884577817369,0.114751024292757
0.136436654796537,0.272509475376743,0.675708286815499,-0.271799582215631,0.225893866371413
0.899335196723349,0.227580175720992,0.264580583299657,-0.225557823110483,0.28060549685202
0.114261916130276,0.292553681567045,0.928453009585203,-0.294573805346013,0.305642652339208
0.653881752251457,-0.145288893362348,0.770202447438725,0.145232590677052,0.246241588397058
0.364288297263837,0.163696215711195,0.907359137892177,-0.162097210900338,0.10131240504939
0.901493004785027,-0.276074385943041,-0.00611440833453314,0.276053355764508,1.04276920807762
0.504894980478118,-0.229995263494382,0.630841886734187,0.232984193125362,0.386199047492769
0.383121160170039,0.11825389209907,0.942238969830503,-0.116806861553169,0.119319674112117
-0.0289455361624161,0.268335686063149,1,-0.270956671512829,0.49527710268053
0.223036956926504,-0.239355698012363,0.904929898465486,0.239140423212072,0.569975139803113
-0.438546238023747,0.265379364108451,0.948017713839,-0.264002848982185,1.14846190082026
0.998517655856,0.0333213756562782,0.469228362077429,-0.0345207751084653,0.267237008582246
0.703687741684182,-0.215806444877108,0.67437946641966,0.215755600550025,0.357155278506559
0.33758509172611,0.222694134956847,0.950239567554241,-0.219530986779826,0.132377908460161
0.409868295708036,-0.218388979191565,0.577476229865086,0.216096206337033,0.39934753006207
0.945939504449517,0.201355055558993,0.298200848076836,-0.199129617434248,0.28111929296633
0.961945553623555,-0.212542432102585,0.243171680588646,0.213162245958489,0.680590996974642
0.768789164694822,0.218014089100896,0.255114937628647,-0.21796911992999,0.227059897516732
0.865913046656017,0.250201706418875,0.101665937529947,-0.252026110598605,0.433940326205187
0.398096865296074,-0.211103886552131,0.71759302476474,0.208906628508706,0.377285426700269
0.51844728148004,0.268810073641687,0.464301747879727,-0.264875451550483,0.0711481623990009
0.507611694788431,0.218122513996224,0.745508039989093,-0.217055091258,0.0112258822948769
0.41672248370659,-0.206862290547127,0.468732964987372,0.206791426997143,0.41809127800984
0.875989079784075,0.232151387328705,0.375122658035983,-0.236296993989493,0.184066442961499
0.10007864535461,0.274172892332553,0.869826152023704,-0.274078518651317,0.28975152762421
-0.133470423864256,0.269751734523253,0.972380859569948,-0.271698472188577,0.622176170726853
0.444947784828541,0.23297505555772,0.485346276998977,-0.235842396774401,0.0724894419233447
0.119913080194889,-0.226119420894855,0.823384458110631,0.225844794543408,0.608628724974697
0.479316135849905,0.204228472443047,0.62772363471861,-0.20491719903068,0.0198305268699963
0.902059953373232,-0.25379336312078,0.00799415622101614,0.25522511389018,0.983270623984898
0.804211652692322,0.182536415236936,0.347966123263809,-0.180656803065379,0.16630938552567
0.836058338945244,-0.251149006841187,-0.0116022201614785,0.249252740729816,0.967464710551373
1,-0.217161877671361,-0.0797395466934019,0.218603058484787,1.11724631343275
0.420124874243638,-0.232191235780016,0.68341759614179,0.232539001675639,0.4065092892392
0.49351571431817,0.272084144740263,-0.542855411279214,-0.270567028707419,1.56620430590672
0.228033024568412,-0.287339982747418,0.698558439276373,0.285008115531934,0.611094639825135
0.113355151753802,0.209664295310612,0.970019842006734,-0.208021521443086,0.309891666812019
-0.495323932686019,-0.270498728919794,1,0.270909930376161,1.73285973395679
1,0.207988192057637,0.109049556210206,-0.208173795929146,0.509353049167595
0.703935262415972,-0.106727549822569,0.632338611347781,0.104256565612171,0.202034449826094
0.917787874507278,0.178733306139304,0.253329413742422,-0.176789596483226,0.301494740910718
0.543944716998593,0.211857843381088,0.633381054047314,-0.212570677797929,0.00787890910216441
0.564040618392797,0.223564460530823,0.743526073090483,-0.227210119611266,0.00448327057361861
0.649349079260566,0.00864600010005403,0.862212682231869,-0.00646365063710933,0.102820957703146
-0.274329899944634,0.292421056702733,1,-0.290458134353833,0.871177099730019
1,-0.186955680070636,0.0529663943899256,0.189255488765612,0.879907020661858
0.957473949331575,0.200491651057926,0.0831448778408946,-0.203490197837341,0.508310289386345
1,0.128245633212958,0.220261407578071,-0.127942894830858,0.40049003261734
0.0700297623558728,-0.217110177621911,0.9811099528891,0.218949957817545,0.70939122583299
1,-0.250770894077861,-0.120802995708261,0.248654757742201,1.23820304835612
0.380507936359081,0.196682300513607,0.648156446763508,-0.19510029641373,0.0508995342386496
0.978090837391371,0.192078965222906,0.166161871937775,-0.189764524745224,0.42810333603792
0.752288971364656,0.0229664452035215,0.644184581076861,-0.0234345233188555,0.0888235388683881
0.380237813213856,-0.244614747596161,0.774845022589178,0.245425783250684,0.449983598311886
0.962073238065468,-0.243495338337803,0.0739564883717908,0.245149285371433,0.917873509569052
0.631752470162916,0.192115865295396,0.820561310170361,-0.190043816056971,0.0157045340501887
1,0.0866343480968026,0.450526932008758,-0.0864472355876486,0.247982812990087
0.822242900448736,-0.153000868731631,0.62520347523351,0.153664290405843,0.304674470550565
1,0.253318510970109,-0.0618606188936542,-0.255500412017549,0.746354761967209
0.288798385181662,0.264109565098814,0.763448923773582,-0.265415771394071,0.109261470477807
0.945267502956057,0.0508462014008335,0.547143991801542,-0.0549320728565885,0.185866166962125
0.958502176684533,0.182382082459237,0.485948402271507,-0.180605177566335,0.175028447333375
0.66827334383902,0.056515285339906,0.943053098459272,-0.0570041075322279,0.104771746753357
0.455718914810789,-0.198590553829079,0.886040220430231,0.197928708938602,0.37264968216042
1,-1.24837596285911e-05,0.39264663727316,0.000875863751268263,0.33482219587701
0.995933629325375,-0.205502123672617,0.19243382552498,0.206727852502796,0.744246378606509
0.899392124417052,0.270517892953678,0.0611964531111105,-0.271226293704131,0.507751573822234
0.047048789590648,0.244329573268749,0.956139962312386,-0.243658273834123,0.375233877326923
0.932914410963821,0.0736016478915768,0.698972004288879,-0.0710390936472013,0.14344052058563
0.573879800465246,0.0214142280571771,0.958109475438461,-0.0225625188664046,0.130679703786302
0.306974137810292,0.186140820984091,0.787117946444222,-0.187193973071945,0.0938097636733569
1,-0.218010475035511,0.374040582532348,0.221482892204191,0.618630127496074
0.991385152030859,-0.0167502005193,0.593186151076303,0.0169372714536882,0.258633964723041
0.491942718468094,-0.0667672947381571,0.922123185617583,0.0661186957105672,0.202999035429577
0.477750302282461,-0.232130054184405,0.660166219691008,0.231881186247616,0.389789461409799
0.540368203659526,-0.177050335143248,0.76211663069067,0.178084169818055,0.292529021641796
0.499611711328182,0.151722476350104,0.870454832225818,-0.153317611910152,0.0436426229791255
0.205719180667634,-0.22416327451728,0.910952425166709,0.225181711488342,0.560652261410495
0.614109160537808,0.0429698679336317,1,-0.0429594547085058,0.139519263653313
0.816537654604283,-0.101739264734405,0.968451464072302,0.10435661010275,0.302634274419783
-0.0247244637407106,-0.229783789894935,0.896200531243852,0.229683462451891,0.798117288017587
0.966600459465022,0.174524257603449,0.45307173546842,-0.174280477215145,0.196679972007479
0.554688392439648,0.176019033586052,0.98052698973749,-0.174401719694026,0.0819788924556511
0.879507354013447,-0.136756177150831,0.532258603258233,0.135554163533209,0.332262856642191
0.812999833465198,-0.0965864957236077,0.701310085197456,0.0956290255361439,0.220730715564487
-0.056131992832128,0.253631518856621,1,-0.256204877163183,0.526544520049656
0.999816264736373,0.284980637721405,-0.210144810671004,-0.282851334169828,1.00230267430036
0.509840765146107,0.151198305967935,0.984360490339638,-0.151064991105971,0.0937658165314968
0.795244866443398,0.185684774178653,0.406404629700877,-0.182701993117129,0.124822946066015
0.973171040370624,-0.229577752562913,0.0888173177484132,0.228488586004188,0.88094041028841
0.912263661876086,0.181991323015077,0.144238685892112,-0.180725705278191,0.40707504367096
0.759323476763747,0.087055532856326,0.65740187704694,-0.0895140808963977,0.0521621613057484
0.483879189945594,0.18171327047211,1,-0.178786074415471,0.104268477643224
