"a","b","sig0","l2"
0.000845754371896244,1e-04,0.0142569981005012,0.0277738424128813
0.000160868511011795,1e-04,1e-04,0.0304423937680171
0.000117151787545585,1e-04,1e-04,0.0304450046172886
0.000193378690217778,1e-04,0.0348416952988628,0.024706049345431
0.000903115428354614,1e-04,0.000158742995466577,0.0303869152920209
0.0237208138199178,1e-04,0.000859558937282686,0.0294402652331943
1e-04,1e-04,0.0362293482558647,0.0245327160238718
0.00451564793857592,1e-04,0.0231631337120779,0.0261253662209386
0.0145536089276107,1e-04,1e-04,0.0297906109971612
1e-04,1e-04,1e-04,0.03044603
1e-04,1e-04,0.0179402594171417,0.027199821024526
0.0903574923076657,1e-04,0.00322682136781,0.0325800849802477
1e-04,1e-04,0.000100118641397219,0.0304460062954629
1e-04,1e-04,1e-04,0.03044603
1e-04,1e-04,0.000179495977985276,0.0304301530232091
1e-04,1e-04,0.0052860006276855,0.0294367616770988
1e-04,1e-04,1e-04,0.03044603
1e-04,1e-04,1e-04,0.03044603
1e-04,1e-04,1e-04,0.03044603
0.0257511631900326,1e-04,1e-04,0.0295700726142377
1e-04,1,1e-04,0.75047402
1e-04,1e-04,0.0180709721103794,0.0271783856109382
1e-04,1e-04,0.0325861633973593,0.0250106453654875
1e-04,1e-04,1e-04,0.03044603
0.000472955384479311,0.000111969416659932,1e-04,0.0304205174642124
0.000672731790063483,1e-04,0.011899702924734,0.0281937610054077
0.00151227289446542,1e-04,0.00321032630873553,0.0297518015289009
1e-04,1e-04,1e-04,0.03044603
0.0217483071162105,1e-04,0.00365668483190071,0.0289221348130281
1e-04,1e-04,0.000102256021352118,0.0304455792520235
1e-04,1e-04,0.00394527085161748,0.0296925309917691
0.0178784337289702,1e-04,1e-04,0.029698952368863
1e-04,1e-04,1e-04,0.03044603
1e-04,1e-04,0.00810428246043284,0.0289108429021119
1e-04,1e-04,1e-04,0.03044603
1e-04,1e-04,1e-04,0.03044603
0.000168983366085597,1e-04,0.0257991383707224,0.0259676674199401
1e-04,1e-04,0.00121088207940623,0.030225309819529
