"V1","V2","V3","V4"
0.232207337520618,0.026404098204897,0.3161208232453,0.00877500454446738
0.54486380542093,0.0345102518705884,0.268315752134728,0.16493893487464
0.129901347891358,0.00945454500180203,0.370762338756095,0.00553140708172667
0.28882055561338,0.0370484385259314,0.281652624815395,0.0225338644348937
0.142877752664243,0.0318417710414269,0.301855113500351,1.51150270647791e-05
0.317549510391268,0.0216826800219303,0.314127117406669,0.0317925818980183
0.191880107004734,0.0871359083371425,0.10562771530669,0.0437366425812301
0.326801245363893,0.0254282961938145,0.305408349458487,0.0349448559890581
0.532451840231335,0.00551080460993107,0.350389592454047,0.157157278619499
0.236648965824214,0.0318503112958838,0.298853923059863,0.00934575973913445
0.272426125158902,0.0153054523102032,0.344626306106461,0.0197441155531165
0.0358816764460197,0.015352886443618,0.341593058342756,0.0127851457375288
0.365466263243114,0.0342567956611514,0.283384712111205,0.0511292239617413
0.173891230896176,0.0188672524404805,0.344821506066893,0.00328152100598643
0.715959816047381,0.0508694283795744,0.146634277105836,0.355686287701073
0.300002968987264,0.0608514851322165,0.207940134253376,0.0350277831008891
0.100907116252902,0.0353412691937449,0.342184238207443,0.00333629266940647
0.333148773917728,0.0355831453747481,0.295808351186894,0.0373551902979697
0.344077743532253,0.0236836336044435,0.297674520681162,0.0416930297437213
0.445816121488421,0.0619437319223791,0.168545507321458,0.111824185816722
0.302801622498581,0.0352261004361758,0.290501205771464,0.0266219075057356
0.0815156937697472,0.066794505265521,0.252602871000754,0.00702073753033957
0.282266395763785,0.0426128410753852,0.275879789500604,0.0209805956781461
0.287765137456572,0.018612160788962,0.318501761415277,0.0223065339049238
0.259790818483024,0.0190242897188775,0.329515512992839,0.0153414719162385
0.261849445513356,0.0338143946275115,0.292694004949485,0.014915214541965
0.432744529733974,0.0305042528469739,0.267513771975761,0.0867549689713421
0.42519807815494,0.063373921714884,0.155410646846074,0.103357843479373
0.390710353630322,0.025721996380644,0.321609040310754,0.0633409333555599
0.289631527603802,0.0181912848996431,0.327175969373484,0.0232675731167573
0.24314810894408,0.0224581603280492,0.315381048169412,0.010932988367167
0.241255470727846,0.0612978480024326,0.126157672702979,0.0414533804019458
0.344354182639338,0.0175200401320625,0.311332678641961,0.0420448109656992
0.342737105390838,0.0325608284436137,0.234521475677821,0.0453963288919837
0.327270882982695,0.0367155712387974,0.225056154283763,0.0407320625209206
0.28548180246691,0.0242060522840189,0.281662681058853,0.0215347819451058
0.11629931640625,0.04404091796875,0.24909853515625,0.00334982890345573
0.129072482984146,0.0566315581938083,0.18294721217333,0.0145300056579573
0.58020103727905,0.0356431732284647,0.225769982745863,0.199318894087187
0.205457342439917,0.0119352390890769,0.345857919750709,0.00671394806992781
0.443774228076604,0.0464144475515766,0.23026380039227,0.0974113532676894
0.492882567152064,0.026780685890984,0.293249208777224,0.124582043365297
0.667934704856264,0.0359803263931981,0.224885324701794,0.284393031340595
0.653815474631924,0.033877342789305,0.257274821719864,0.265846816617404
0.142704931015301,0.0206590615878159,0.30947387718616,0.000184324131156201
0.296250820351611,0.0186191549325126,0.309344469643914,0.0246311616079275
0.813415250113333,0.0268981415695394,0.227117545363726,0.458809572804734
0.785572489471567,0.0481564215169641,0.146056632581729,0.440792055176895
0.146154988211016,0.0376444882545263,0.270923336995782,0.000941774412012175
0.103714266097299,0.0390901056767489,0.28073835668858,0.00177029540912844
0.52089146571413,0.0365999671792918,0.244783208482427,0.148170762286121
0.645414997255479,0.0294011446682479,0.256955060833715,0.257297544866294
0.326221613240191,0.0288407946207172,0.25835430631985,0.0364141967969915
0.347099552268805,0.0603852625299235,0.0987707097127707,0.084306715998454
0.311890363261914,0.00977396694382785,0.31022534801475,0.030059947137525
0.264096816909268,0.0634088302863336,0.154757997982109,0.0376114090582785
0.443372500967685,0.0339868875346842,0.24615640346474,0.0949499025034541
0.123922290604579,0.0696944266468286,0.118191247771587,0.0348885626330764
0.79250755648549,0.0176606307251898,0.258401688750184,0.427648790803602
0.0514753600230237,0.00810970819087529,0.351938776551721,0.0110134332682315
0.296659119617939,0.0743532855987549,0.0429966298222542,0.0925600259855919
0.62828947818606,0.0615662813122792,0.134243607126223,0.266898226401626
0.170217553689591,0.0774378170912663,0.083209437301429,0.0501615951165308
0.223127935514865,0.0610200141374528,0.134910802053158,0.035126938218783
0.421149941570692,0.0632074670176023,0.143793058927694,0.104548633950095
0.402148493186623,0.0572885512428065,0.169269178554564,0.0865570451847466
0.2294172485352,0.0540841591363166,0.206162533104664,0.0173809612502426
0.347775093941064,0.0574957633645872,0.135836224994181,0.0708762516893805
0.308843529377151,0.0644398066545792,0.0791056703164578,0.078488542581279
0.187887873575861,0.089828837650262,0.164571243074349,0.0242136864526262
0.822328903189115,0.0512381111541964,0.169926257921601,0.482942967870937
0.416519730976182,0.0639923370538086,0.1198397664625,0.110076350345806
0.254102256802266,0.0361509039041879,0.265523852211456,0.0142457633925464
0.540157026769643,0.0502693389298234,0.167920581793878,0.17798146488744
0.476436574674099,0.0581261001095615,0.15131577477796,0.136087645115692
0.290162379487634,0.0623686378976991,0.237399539419895,0.0275152865975819
0.866849054269649,0.0347418741113065,0.242093861030094,0.531685153993173
0.305748710054017,0.0699084520032575,0.139374287636499,0.054865938898149
0.184200482403194,0.0279985638276403,0.284225430165242,0.0022065254448988
0.287424833355703,0.0644222251788839,0.15674574618493,0.0434407523123351
0.146560374777331,0.0673224702578008,0.171432684854922,0.0179655598269774
0.748529485710523,0.0433593664523806,0.192686434652051,0.382002808958811
0.0539651638234441,0.0666503838819087,0.208352293822918,0.0171445457221389
0.252358346447024,0.0728917627391034,0.122595085472097,0.0459366050258295
0.36887500914652,0.0655985506177246,0.152865079867986,0.0752997113401564
0.341020645134468,0.0419713637688463,0.247902252270992,0.043266788639199
0.199962095288825,0.0694480267064072,0.133751167706125,0.0327902739215325
0.221687628659656,0.0501035072275982,0.216155937188223,0.0141068465476733
0.388630559076037,0.0356533524957328,0.248700899883294,0.0644807129736876
0.748189943781589,0.0424126618191905,0.209828607743938,0.378179961871886
0.46536079175021,0.0496815953799459,0.171031860627047,0.122879790978345
0.397435912927618,0.0163942225543782,0.292938175045338,0.0665082358164661
0.338835648059715,0.0493946002995886,0.178840504011565,0.0545913889282793
0.53905979261328,0.0107722669045994,0.300835732542562,0.159619122249424
0.383910242534838,0.0115178601726237,0.30222882378929,0.0598387635614859
0.260644097495337,0.0665856325677654,0.125865983514543,0.0462161624682052
0.300751558888613,0.0658138586274569,0.078072311739076,0.0763755949717446
0.654638974523544,0.0409863662004471,0.130447686469555,0.293721961364462
0.282865594302042,0.03027848060788,0.25228989593812,0.0226869096163199
0.626686878805037,0.0446450223389082,0.136119231365621,0.263935501008491
0.780617393835001,0.0418293998507724,0.186672047846087,0.423373804724178
0.451293269944191,0.0326431463837624,0.236358601200581,0.1009607137765
0.298774028107949,0.0412398756942676,0.242182130132177,0.0286784328832988
